X,Y,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
2498119.876,2406336.433,2329,T20150018753,ABS to receive accident,Finished,2015/09/09 00:00:00+00,1899/12/30 12:25:00+00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,604318,144.9786551,-37.84402212,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498119.876,2406336.433,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2496044.755,2408879.827,2490,T20150019454,ABS to receive accident,Finished,2015/09/18 00:00:00+00,1899/12/30 22:33:00+00,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,35349,144.9551329,-37.82114524,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496044.755,2408879.827,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Local Road,Arterial Other",Undivided,Undivided,Metro
2497408.098,2409880.602,2492,T20150019474,ABS to receive accident,Finished,2015/09/19 00:00:00+00,1899/12/30 10:05:00+00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,36967,144.9706546,-37.81207238,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497408.098,2409880.602,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Divided,Undivided",Metro
2498461.637,2407432.616,2552,T20150019735,ABS to receive accident,Finished,2015/09/23 00:00:00+00,1899/12/30 10:20:00+00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,378,144.9825237,-37.83414558,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498461.637,2407432.616,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496602.425,2410500.574,2575,T20150019264,ABS to receive accident,Finished,2015/09/16 00:00:00+00,1899/12/30 09:05:00+00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,36261,144.9613425,-37.80651912,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496602.425,2410500.574,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Divided,Undivided",Metro
2496197.149,2408465.93,3050,T20150021042,ABS to receive accident,Finished,2015/10/12 00:00:00+00,1899/12/30 07:22:00+00,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,127374,144.9567813,-37.82483595,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496197.149,2408465.93,2,2,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2498478.238,2406185.589,3095,T20150020726,ABS to receive accident,Finished,2015/10/06 00:00:00+00,1899/12/30 15:10:00+00,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,No,Not at intersection,Serious injury accident,40 km/hr,No,296969,144.9826806,-37.84558152,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498478.238,2406185.589,3,2,0,1,1,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2496367.519,2412344.97,3483,T20150021891,ABS to receive accident,Finished,2015/10/22 00:00:00+00,1899/12/30 21:22:00+00,Yes,Struck Pedestrian,Wednesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Dark Street lights on,Yes,Multiple intersection,Other injury accident,60 km/hr,No,29386,144.9587214,-37.78995293,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496367.519,2412344.97,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Divided,Metro
2495963.112,2409105.004,3855,T20150022482,ABS to receive accident,Finished,2015/09/26 00:00:00+00,1899/12/30 04:00:00+00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights unknown,Yes,Cross intersection,Other injury accident,40 km/hr,No,29416,144.9541825,-37.8191121,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495963.112,2409105.004,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,1,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
2497735.5,2408805.793,3944,T20150022728,ABS to receive accident,Finished,2015/11/02 00:00:00+00,1899/12/30 21:00:00+00,Yes,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,296188,144.9742573,-37.82180346,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497735.5,2408805.793,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Divided,Divided,Metro
2493788.25,2411846.016,4095,T20150021047,ABS to receive accident,Finished,2015/10/12 00:00:00+00,1899/12/30 08:59:00+00,No,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,294934,144.9294744,-37.79431596,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2493788.25,2411846.016,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2497053.958,2409502.493,4123,T20150023171,ABS to receive accident,Finished,2015/11/09 00:00:00+00,1899/12/30 07:10:00+00,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,40 km/hr,No,29427,144.9665403,-37.81549251,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497053.958,2409502.493,2,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2494759.841,2412571.685,4218,T20150023117,ABS to receive accident,Finished,2015/11/08 00:00:00+00,1899/12/30 10:15:00+00,No,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Multiple intersection,Serious injury accident,60 km/hr,No,11736,144.9405232,-37.78787083,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494759.841,2412571.685,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,"Undivided,Divided",Metro
2497134.602,2409956.678,4605,T20150023929,ABS to receive accident,Finished,2015/11/19 00:00:00+00,1899/12/30 14:00:00+00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,296341,144.9674389,-37.81140903,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497134.602,2409956.678,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Divided,Metro
2497310.526,2409473.247,4637,T20150024304,ABS to receive accident,Finished,2015/11/23 00:00:00+00,1899/12/30 19:35:00+00,Yes,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,40 km/hr,No,35366,144.9694542,-37.81575681,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497310.526,2409473.247,3,2,0,1,1,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Undivided,Divided",Metro
2496420.078,2409887.09,4732,T20150022519,ABS to receive accident,Finished,2015/10/31 00:00:00+00,1899/12/30 00:05:00+00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,35353,144.9593717,-37.81203048,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496420.078,2409887.09,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Divided,Undivided",Metro
2497056.115,2410990.502,4777,T20150023482,ABS to receive accident,Finished,2015/11/09 00:00:00+00,1899/12/30 21:45:00+00,Yes,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,40 km/hr,No,296789,144.9665675,-37.80214192,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497056.115,2410990.502,3,1,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,Not Alcohol Related,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Divided,Metro
2497148.337,2409243.138,4793,T20150022575,ABS to receive accident,Finished,2015/10/29 00:00:00+00,1899/12/30 17:00:00+00,No,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dusk/Dawn,No,Not at intersection,Other injury accident,40 km/hr,No,297061,144.9676218,-37.81782557,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497148.337,2409243.138,2,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,1,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496241.387,2409330.254,4841,T20150023751,ABS to receive accident,Finished,2015/11/14 00:00:00+00,1899/12/30 23:25:00+00,Yes,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Dark Street lights on,No,Not at intersection,Serious injury accident,40 km/hr,No,297928,144.9572953,-37.81701889,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496241.387,2409330.254,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496022.511,2409620.452,5062,T20150017928,ABS to receive accident,Finished,2015/08/28 00:00:00+00,1899/12/30 18:45:00+00,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,50 km/hr,No,36835,144.9548753,-37.81443337,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496022.511,2409620.452,5,1,0,1,0,4,2,2,0,3,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Undivided,Divided",Metro
2497185.382,2409142.161,5087,T20150023293,ABS to receive accident,Finished,2015/11/10 00:00:00+00,1899/12/30 18:35:00+00,Yes,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,297620,144.9680336,-37.81874401,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497185.382,2409142.161,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,1,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
