X,Y,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
2495507.62,2408262.45,481,T20150014631,ABS to receive accident,Finished,2015/07/13 00:00:00+00,1899/12/30 10:10:00+00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,356998,144.94894213,-37.826736,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495507.62,2408262.45,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Divided,Metro
2493761.756,2410877.664,502,T20150014890,ABS to receive accident,Finished,2015/07/17 00:00:00+00,1899/12/30 06:15:00+00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,36113,144.92921887,-37.80305476,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2493761.756,2410877.664,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
2496320.271,2409481.335,506,T20150014964,ABS to receive accident,Finished,2015/07/17 00:00:00+00,1899/12/30 08:49:00+00,No,Collision with vehicle,Friday,RIGHT TURN SIDESWIPE,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,40 km/hr,No,29419,144.95819755,-37.81568422,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496320.271,2409481.335,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2495478.623,2410610.322,516,T20150015446,ABS to receive accident,Finished,2015/07/24 00:00:00+00,1899/12/30 18:49:00+00,Yes,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,29377,144.9485614,-37.80548968,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495478.623,2410610.322,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,Divided,Metro
2497250.642,2408962.403,521,T20150015048,ABS to receive accident,Finished,2015/07/19 00:00:00+00,1899/12/30 13:10:00+00,No,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,291768,144.96873898,-37.82037365,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497250.642,2408962.403,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2495571.596,2408708.712,567,T20150015536,ABS to receive accident,Finished,2015/07/25 00:00:00+00,1899/12/30 20:22:00+00,Yes,Collision with vehicle,Saturday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,292146,144.94970237,-37.82263867,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495571.596,2408708.712,6,1,0,1,0,5,3,2,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Divided,Divided,Metro
2498108.873,2410255.015,579,T20150014736,ABS to receive accident,Finished,2015/07/14 00:00:00+00,1899/12/30 21:40:00+00,Yes,Collision with vehicle,Tuesday,U TURN,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,263450,144.97852931,-37.80870526,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498108.873,2410255.015,3,2,0,1,1,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Divided,Metro
2497419.591,2410390.687,582,T20150014759,ABS to receive accident,Finished,2015/07/15 00:00:00+00,1899/12/30 14:39:00+00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,65610,144.97070158,-37.80753493,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497419.591,2410390.687,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2.0,0.0,2.0,0.0,0.0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Undivided,Divided",Metro
2493068.846,2412611.545,609,T20150014932,ABS to receive accident,Finished,2015/07/17 00:00:00+00,1899/12/30 18:00:00+00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Multiple intersection,Other injury accident,60 km/hr,No,471,144.92128193,-37.78739995,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2493068.846,2412611.545,5,1,0,0,1,4,2,3,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,MOONEE VALLEY",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2494015.731,2410213.379,625,T20150014808,ABS to receive accident,Finished,2015/07/10 00:00:00+00,1899/12/30 22:45:00+00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,222090,144.93202176,-37.80928785,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494015.731,2410213.379,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Divided,Divided,Metro
